,0
168,"The total number of signatures from all parts of the kingdom to Lord Shaftesbury's address was upwards of five hundred thousand."""
1780,"Unable to regulate the weather, he ignores it."
6138,"Now at last Paul had saved enough money, and they were all going."
1588,"""Well, what is't?"""
3117,"Also he swore that his spirit told me that Dogeetah, the king's blood-brother, being dead, would never come to Beza Town again."
2487,"""And when--and when--did he offer himself?"""
230,There's no knowing what money Jone and I have lost through giving orders to London cabmen in what is called our American accent.
216,The paddles are small and neatly made.
370,"""God made you that, Aline."""
1208,"""Well, yes."""
6010,He wanted me to reload.
3999,"""I have no party."""
223,"It is agreed by all Writers, as well sacred as prophane, that this creature we now call a Devil, was originally an Angel of light, a glorious Seraph; perhaps the choicest of all the glorious Seraphs."
1903,"""Still, it's a kind of pity one of the two you fell in with got away."""
1393,"Each army was divided into two, and Brutus, who fought against Octavianus, put his army to flight, but Cassius was driven back by Antonius; and seeing a troop of horsemen coming towards him, he thought all was lost, and threw himself upon a sword."
1910,"Did I not arrive only yesterday, having travelled all the way from Boulogne and with no escort save two louts on the box of a hired coach?"""
932,"What do you want, anyhow?”  “We’re looking for a lost baby,” piped Bul Run."
7957,"""Is he alone, or is he with company?"""
2926,she cried again; and her voice was hoarse with suppressed anger.
2870,At the same time I do not exonerate him from blame.
785,"How or when my frenzy for him began to abate I cannot say, but it certainly waned, and it must have waned rapidly, for after no great while I found myself feeling the charm of quite different minds, as fully as if his had never enslaved me."
380,"Frank not only risking catching rheumatism himself, but he risked the life of that boy by encouraging him to do such a foolish action."
2418,"""What?"""
860,"Down below in the quiet, narrow street measured footsteps approached the house, then died away unhurried and firm, as if the passer-by had started to pace out all eternity, from gas-lamp to gas-lamp in a night without end; and the drowsy ticking of the old clock on the landing became distinctly audible in the bedroom."
1293,"""Leaving the old, both worlds at once they view, That stand upon the threshold of the new,""   sings Waller; and it is almost possible to believe for a moment that their creator was (as he said) ""under the direction of messengers from Heaven."""
7665,"""I think,"" she said, ""that that decides me."""
2502,"Victory, complete and dramatic, may be bought too dearly."
3792,"Y. Times._  The pathos of New England life, its intensities of repressed feeling, its homely tragedies, and its tender humor, have never been better told than by Mary E."
2079,I would gladly enlarge upon the subject were I able to do it justice.
3660,"With wigwams and scalps,--with palaces and thousand-pound bills; with savagery, depopulation, chaotic desolation!"
6957,2.
9930,"""Go to?"""
5092,"""Each man has his gifts."
921,So the charge of nepotism against the chief magistrate was weak.
260,"The next day but few went out, for the general feeling was, that the bodies could not be discovered until the thaw came, and at present it was freezing sharply."
3382,Nothing will ever be the same.
4228,"[Footnote 14: This verse, which has no counterpart in the original, is altered from a line in Dryden's Flower and Leaf:      Ev'n when the vital sap retreats below,     Ev'n when the hoary head is hid in snow.]"
5965,"It was annoying, but rather impressive."
378,"Virginia blushed, and moved uneasily in her chair."
24,"They were delighted with Ghouls (who lived among the tombs) and Geni, who seemed to be a kind of ogres, and with Princesses who work magic spells, and with Peris, who are Arab fairies."
4275,The despair that burst upon the heart of our heroine was followed by the joy of discovering him on the rock.
315,And again he pointed to his cheek.
4203,"And yet, as the Lord hears me, I thought so then."
150,"""Canst thou so?"
8476,"""Answer me frankly, what is your relationship with this young man?"""
1476,"The royal standard of Queen Anne, not in itself a beautiful ornament, is rather too prominent in the picture."
344,"Well, you know, the artistic temperament....  MORRIS."
7942,"""Captain Ackinson,"" he said, ""do not be rash."
12311,"Byron's early letters (_e.g._ November 2, 11, 17, 1804, _Letters_, 1898, i."
1742,"I used to sit up with Pansay sometimes when Heatherlegh was called out to patients, and I happened to be within claim."
1119,"""Oh, _you_ express!"""
2882,"There was T. B. Aldrich, there was J. T. Fields, much the oldest of our company, who had just freed himself from the trammels of the publishing business, and was feeling his freedom in every word; there was Bret Harte, who had lately come East in his princely progress from California; and there was Clemens."
